location;Basel;Basel;Basel
lat;47,546944;47,546944;47,546944
lon;7,568918;7,568918;7,568918
asl;283,69672;283,69672;283,69672
variable;Temperature;Precipitation Total;Soil Moisture
unit;°C;mm;m³/m³
level;2 m elevation corrected;sfc;0-10 cm down
resolution;hourly;hourly;hourly
aggregation;None;None;None
timestamp;Basel Temperature [2 m elevation corrected];Basel Precipitation Total;Basel Soil Moisture [0-10 cm down]
2019-05-24T10:00:00;21,37053;0;0,26
2019-05-24T11:00:00;22,240528;0;0,258
2019-05-24T12:00:00;22,500528;0;0,263
2019-05-24T13:00:00;23,06053;0;0,262
2019-05-24T14:00:00;23,350529;0;0,261
2019-05-24T15:00:00;23,45053;0;0,259
2019-05-24T16:00:00;23,240528;0;0,258
2019-05-24T17:00:00;22,760529;0;0,257
2019-05-24T18:00:00;21,95053;0;0,257
2019-05-24T19:00:00;20,39053;0;0,256
2019-05-24T20:00:00;19,020529;0;0,256
2019-05-24T21:00:00;17,87053;0;0,256
2019-05-24T22:00:00;16,430529;0;0,257
2019-05-24T23:00:00;15,120529;0;0,257
2019-05-25T00:00:00;14,700529;0;0,257
2019-05-25T01:00:00;14,370529;0;0,257
2019-05-25T02:00:00;13,790529;0;0,257
2019-05-25T03:00:00;13,410529;0;0,257
2019-05-25T04:00:00;13,350529;0;0,257
2019-05-25T05:00:00;14,0505295;0;0,257
2019-05-25T06:00:00;15,3005295;0;0,257
2019-05-25T07:00:00;16,740528;0;0,257
2019-05-25T08:00:00;18,190529;0;0,256
2019-05-25T09:00:00;18,73053;0,1;0,257
2019-05-25T10:00:00;18,780529;0,8;0,263
2019-05-25T11:00:00;17,81053;0,4;0,267
2019-05-25T12:00:00;19,06053;0,7;0,274
2019-05-25T13:00:00;18,70053;0,4;0,276
2019-05-25T14:00:00;18,62053;0,2;0,278
2019-05-25T15:00:00;18,37053;0,2;0,278
2019-05-25T16:00:00;17,98053;0,2;0,279
2019-05-25T17:00:00;17,760529;0,1;0,279
2019-05-25T18:00:00;17,63053;0;0,279
2019-05-25T19:00:00;16,90053;0;0,278
2019-05-25T20:00:00;16,250528;0;0,278
2019-05-25T21:00:00;15,590529;0;0,278
2019-05-25T22:00:00;14,530529;0;0,278
2019-05-25T23:00:00;13,970529;0;0,277
2019-05-26T00:00:00;13,900529;0;0,277
2019-05-26T01:00:00;13,040529;0;0,277
2019-05-26T02:00:00;11,870529;0;0,277
2019-05-26T03:00:00;11,310529;0;0,276
2019-05-26T04:00:00;11,130529;0;0,276
2019-05-26T05:00:00;11,700529;0;0,276
2019-05-26T06:00:00;12,630529;0;0,275
2019-05-26T07:00:00;13,870529;0;0,275
2019-05-26T08:00:00;15,650529;0;0,274
2019-05-26T09:00:00;16,840528;0;0,273
2019-05-26T10:00:00;17,95053;0;0,272
2019-05-26T11:00:00;18,88053;0;0,27
2019-05-26T12:00:00;20,95053;0;0,268
2019-05-26T13:00:00;21,580528;0;0,266
2019-05-26T14:00:00;21,95053;0;0,264
2019-05-26T15:00:00;22,14053;0;0,263
2019-05-26T16:00:00;22,010529;0;0,262
2019-05-26T17:00:00;21,610529;0;0,261
2019-05-26T18:00:00;20,97053;0;0,26
2019-05-26T19:00:00;19,87053;0;0,26
2019-05-26T20:00:00;18,990528;0;0,26
2019-05-26T21:00:00;17,580528;0;0,26
2019-05-26T22:00:00;16,190529;0;0,26
2019-05-26T23:00:00;14,930529;0;0,26
2019-05-27T00:00:00;13,860529;0;0,26
2019-05-27T01:00:00;13,570529;0;0,26
2019-05-27T02:00:00;13,220529;0;0,26
2019-05-27T03:00:00;12,650529;0;0,26
2019-05-27T04:00:00;12,390529;0;0,26
2019-05-27T05:00:00;13,180529;0;0,26
2019-05-27T06:00:00;14,930529;0;0,26
2019-05-27T07:00:00;16,89053;0;0,26
2019-05-27T08:00:00;18,760529;0;0,259
2019-05-27T09:00:00;19,770529;0;0,259
2019-05-27T10:00:00;20,600529;0;0,258
2019-05-27T11:00:00;20,280529;0;0,257
2019-05-27T12:00:00;19,990528;0;0,26
2019-05-27T13:00:00;19,82053;0;0,259
2019-05-27T14:00:00;20,32053;0;0,258
2019-05-27T15:00:00;20,22053;0;0,257
2019-05-27T16:00:00;20,000528;0;0,256
2019-05-27T17:00:00;19,13053;0;0,256
2019-05-27T18:00:00;18,330528;0;0,255
2019-05-27T19:00:00;17,63053;0,2;0,257
2019-05-27T20:00:00;16,70053;0;0,257
2019-05-27T21:00:00;15,930529;0;0,257
2019-05-27T22:00:00;15,260529;0;0,257
2019-05-27T23:00:00;14,750529;0;0,257
2019-05-28T00:00:00;14,030529;0;0,257
2019-05-28T01:00:00;13,730529;0;0,257
2019-05-28T02:00:00;12,790529;0;0,257
2019-05-28T03:00:00;12,720529;0;0,257
2019-05-28T04:00:00;12,8005295;0;0,257
2019-05-28T05:00:00;13,400529;0;0,257
2019-05-28T06:00:00;13,880529;0;0,257
2019-05-28T07:00:00;12,920529;1,1;0,265
2019-05-28T08:00:00;12,840529;0,4;0,268
2019-05-28T09:00:00;13,470529;0,1;0,269
2019-05-28T10:00:00;14,220529;0;0,269
2019-05-28T11:00:00;15,460529;0;0,268
2019-05-28T12:00:00;13,670529;0,4;0,308
2019-05-28T13:00:00;13,600529;0;0,304
2019-05-28T14:00:00;13,690529;0;0,3
2019-05-28T15:00:00;14,320529;0;0,298
2019-05-28T16:00:00;14,460529;0;0,295
2019-05-28T17:00:00;13,740529;0;0,292
2019-05-28T18:00:00;12,980529;0;0,291
2019-05-28T19:00:00;11,840529;0;0,29
2019-05-28T20:00:00;10,500529;0;0,289
2019-05-28T21:00:00;9,900529;0;0,288
2019-05-28T22:00:00;9,280529;0;0,287
2019-05-28T23:00:00;9,420529;0;0,286
2019-05-29T00:00:00;9,200529;0;0,286
2019-05-29T01:00:00;9,210529;0;0,285
2019-05-29T02:00:00;9,5505295;0;0,285
2019-05-29T03:00:00;9,260529;0;0,284
2019-05-29T04:00:00;9,280529;0;0,284
2019-05-29T05:00:00;9,740529;0;0,283
2019-05-29T06:00:00;10,580529;0;0,283
2019-05-29T07:00:00;11,250529;0;0,282
2019-05-29T08:00:00;11,680529;0;0,281
2019-05-29T09:00:00;11,920529;0;0,281
2019-05-29T10:00:00;12,540529;0;0,28
2019-05-29T11:00:00;13,290529;0;0,279
2019-05-29T12:00:00;14,310529;0;0,269
2019-05-29T13:00:00;15,890529;0;0,268
2019-05-29T14:00:00;16,080528;0;0,267
2019-05-29T15:00:00;16,340528;0;0,266
2019-05-29T16:00:00;16,39053;0;0,265
2019-05-29T17:00:00;16,07053;0;0,264
2019-05-29T18:00:00;15,610529;0;0,264
2019-05-29T19:00:00;14,860529;0;0,264
2019-05-29T20:00:00;14,080529;0;0,264
2019-05-29T21:00:00;13,270529;0;0,264
2019-05-29T22:00:00;11,860529;0;0,264
2019-05-29T23:00:00;10,730529;0;0,264
2019-05-30T00:00:00;10,140529;0;0,264
2019-05-30T01:00:00;9,750529;0;0,264
2019-05-30T02:00:00;9,440529;0;0,264
2019-05-30T03:00:00;9,080529;0;0,264
2019-05-30T04:00:00;9,080529;0;0,265
2019-05-30T05:00:00;9,860529;0;0,265
2019-05-30T06:00:00;11,730529;0;0,265
2019-05-30T07:00:00;13,910529;0;0,264
2019-05-30T08:00:00;15,890529;0;0,264
2019-05-30T09:00:00;17,22053;0;0,263
2019-05-30T10:00:00;18,420528;0;0,262
2019-05-30T11:00:00;19,520529;0;0,261
2019-05-30T12:00:00;20,160528;0;0,262
2019-05-30T13:00:00;20,82053;0;0,259
2019-05-30T14:00:00;21,240528;0;0,258
2019-05-30T15:00:00;21,37053;0;0,256
2019-05-30T16:00:00;21,270529;0;0,255
2019-05-30T17:00:00;20,87053;0;0,255
2019-05-30T18:00:00;20,14053;0;0,254
2019-05-30T19:00:00;19,05053;0;0,254
2019-05-30T20:00:00;18,30053;0;0,254
2019-05-30T21:00:00;17,170528;0;0,254
2019-05-30T22:00:00;16,010529;0;0,254
2019-05-30T23:00:00;14,900529;0;0,254
2019-05-31T00:00:00;14,210529;0;0,254
2019-05-31T01:00:00;13,570529;0;0,254
2019-05-31T02:00:00;13,180529;0;0,254
2019-05-31T03:00:00;12,920529;0;0,255
2019-05-31T04:00:00;12,680529;0;0,255
2019-05-31T05:00:00;12,960529;0;0,255
2019-05-31T06:00:00;14,190529;0;0,255
2019-05-31T07:00:00;16,05053;0;0,254
2019-05-31T08:00:00;18,240528;0;0,254
2019-05-31T09:00:00;19,920528;0;0,253
2019-05-31T10:00:00;21,05053;0;0,252
2019-05-31T11:00:00;22,010529;0;0,251
2019-05-31T12:00:00;22,79053;0;0,258
2019-05-31T13:00:00;23,37053;0;0,257
2019-05-31T14:00:00;23,750528;0;0,255
2019-05-31T15:00:00;23,95053;0;0,254
2019-05-31T16:00:00;23,830528;0;0,253
2019-05-31T17:00:00;23,54053;0;0,252
2019-05-31T18:00:00;23,010529;0;0,252
2019-05-31T19:00:00;22,280529;0;0,251
2019-05-31T20:00:00;21,430529;0;0,251
2019-05-31T21:00:00;20,010529;0;0,251
2019-05-31T22:00:00;17,930529;0;0,251
2019-05-31T23:00:00;16,96053;0;0,251
2019-06-01T00:00:00;16,180529;0;0,251
2019-06-01T01:00:00;15,400529;0;0,251
2019-06-01T02:00:00;14,950529;0;0,251
2019-06-01T03:00:00;14,600529;0;0,252
2019-06-01T04:00:00;14,180529;0;0,252
2019-06-01T05:00:00;14,860529;0;0,252
2019-06-01T06:00:00;16,670528;0;0,252
2019-06-01T07:00:00;18,79053;0;0,251
2019-06-01T08:00:00;20,95053;0;0,251
2019-06-01T09:00:00;22,63053;0;0,25
2019-06-01T10:00:00;23,79053;0;0,249
2019-06-01T11:00:00;24,72053;0;0,248
2019-06-01T12:00:00;25,580528;0;0,255
2019-06-01T13:00:00;26,14053;0;0,253
2019-06-01T14:00:00;26,57053;0;0,252
2019-06-01T15:00:00;26,750528;0;0,251
2019-06-01T16:00:00;26,690529;0;0,25
2019-06-01T17:00:00;26,410528;0;0,249
2019-06-01T18:00:00;25,89053;0;0,248
2019-06-01T19:00:00;25,190529;0;0,248
2019-06-01T20:00:00;24,160528;0;0,248
2019-06-01T21:00:00;22,020529;0;0,248
2019-06-01T22:00:00;19,89053;0;0,248
2019-06-01T23:00:00;19,260529;0;0,249
2019-06-02T00:00:00;17,850529;0;0,249
2019-06-02T01:00:00;16,38053;0;0,249
2019-06-02T02:00:00;15,410529;0;0,249
2019-06-02T03:00:00;15,080529;0;0,249
2019-06-02T04:00:00;14,710529;0;0,249
2019-06-02T05:00:00;15,280529;0;0,249
2019-06-02T06:00:00;17,490528;0;0,249
2019-06-02T07:00:00;20,250528;0;0,249
2019-06-02T08:00:00;23,010529;0;0,248
2019-06-02T09:00:00;24,98053;0;0,246
2019-06-02T10:00:00;26,090528;0;0,245
2019-06-02T11:00:00;26,990528;0;0,244
2019-06-02T12:00:00;28,030529;0;0,252
2019-06-02T13:00:00;28,56053;0;0,25
2019-06-02T14:00:00;28,860529;0;0,249
2019-06-02T15:00:00;28,940529;0;0,248
2019-06-02T16:00:00;28,79053;0;0,247
2019-06-02T17:00:00;28,410528;0;0,246
2019-06-02T18:00:00;27,79053;0;0,245
2019-06-02T19:00:00;26,690529;0;0,245
2019-06-02T20:00:00;25,65053;0;0,245
2019-06-02T21:00:00;24,240528;0;0,245
2019-06-02T22:00:00;22,910528;0;0,245
2019-06-02T23:00:00;21,88053;0;0,245
2019-06-03T00:00:00;21,07053;0;0,245
2019-06-03T01:00:00;20,39053;0;0,245
2019-06-03T02:00:00;19,79053;0;0,246
2019-06-03T03:00:00;19,32053;0;0,246
2019-06-03T04:00:00;18,71053;0;0,246
2019-06-03T05:00:00;18,760529;0;0,246
2019-06-03T06:00:00;20,32053;0;0,245
2019-06-03T07:00:00;22,750528;0;0,245
2019-06-03T08:00:00;24,610529;0;0,245
2019-06-03T09:00:00;26,46053;0;0,244
2019-06-03T10:00:00;27,82053;0;0,243
2019-06-03T11:00:00;28,71053;0;0,242
2019-06-03T12:00:00;27,860529;0;0,248
2019-06-03T13:00:00;24,660528;0,5;0,252
2019-06-03T14:00:00;22,940529;0,3;0,253
2019-06-03T15:00:00;22,55053;0;0,253
2019-06-03T16:00:00;23,63053;0;0,252
2019-06-03T17:00:00;23,63053;0;0,251
2019-06-03T18:00:00;23,38053;0;0,251
2019-06-03T19:00:00;22,96053;0;0,25
2019-06-03T20:00:00;21,30053;0;0,25
2019-06-03T21:00:00;19,87053;0;0,25
2019-06-03T22:00:00;18,690529;0;0,25
2019-06-03T23:00:00;17,73053;0;0,25
2019-06-04T00:00:00;16,990528;0;0,25
2019-06-04T01:00:00;16,610529;0;0,25
2019-06-04T02:00:00;16,05053;0;0,249
2019-06-04T03:00:00;16,240528;0;0,25
2019-06-04T04:00:00;16,250528;0;0,25
2019-06-04T05:00:00;17,330528;0;0,25
2019-06-04T06:00:00;19,240528;0;0,25
2019-06-04T07:00:00;21,410528;0;0,249
2019-06-04T08:00:00;23,610529;0;0,249
2019-06-04T09:00:00;25,530529;0;0,248
2019-06-04T10:00:00;27,350529;0;0,246
2019-06-04T11:00:00;28,79053;0;0,245
2019-06-04T12:00:00;29,73053;0;0,251
2019-06-04T13:00:00;30,64053;0;0,249
2019-06-04T14:00:00;31,21053;0;0,247
2019-06-04T15:00:00;31,340528;0;0,246
2019-06-04T16:00:00;31,180529;0;0,244
2019-06-04T17:00:00;30,64053;0;0,243
2019-06-04T18:00:00;29,260529;0;0,243
2019-06-04T19:00:00;27,100529;0;0,242
2019-06-04T20:00:00;24,440529;0;0,242
2019-06-04T21:00:00;22,910528;0;0,242
2019-06-04T22:00:00;21,07053;0;0,242
2019-06-04T23:00:00;19,79053;0;0,242
2019-06-05T00:00:00;19,930529;0;0,242
2019-06-05T01:00:00;19,96053;0;0,242
2019-06-05T02:00:00;19,510529;0;0,242
2019-06-05T03:00:00;18,65053;0;0,242
2019-06-05T04:00:00;17,670528;0;0,242
2019-06-05T05:00:00;16,940529;0;0,242
2019-06-05T06:00:00;19,06053;0;0,241
2019-06-05T07:00:00;20,81053;0;0,241
2019-06-05T08:00:00;22,750528;0;0,24
2019-06-05T09:00:00;24,530529;0;0,239
2019-06-05T10:00:00;26,37053;0;0,238
2019-06-05T11:00:00;27,860529;0;0,237
2019-06-05T12:00:00;27,88053;0;0,254
2019-06-05T13:00:00;28,80053;0;0,252
2019-06-05T14:00:00;28,98053;0;0,251
2019-06-05T15:00:00;29,40053;0;0,25
2019-06-05T16:00:00;29,860529;0;0,249
2019-06-05T17:00:00;29,530529;0;0,248
2019-06-05T18:00:00;28,080528;0;0,247
2019-06-05T19:00:00;26,89053;0;0,247
2019-06-05T20:00:00;24,250528;0;0,246
2019-06-05T21:00:00;22,260529;0;0,246
2019-06-05T22:00:00;20,72053;0;0,246
2019-06-05T23:00:00;19,110529;0;0,246
2019-06-06T00:00:00;15,820529;0;0,245
2019-06-06T01:00:00;11,860529;0;0,245
2019-06-06T02:00:00;11,560529;0;0,245
2019-06-06T03:00:00;10,640529;0;0,244
2019-06-06T04:00:00;10,340529;0,1;0,246
2019-06-06T05:00:00;10,8005295;0;0,246
2019-06-06T06:00:00;11,560529;0;0,246
2019-06-06T07:00:00;12,490529;0;0,245
2019-06-06T08:00:00;14,140529;0;0,245
2019-06-06T09:00:00;15,350529;0;0,244
2019-06-06T10:00:00;15,980529;0;0,243
2019-06-06T11:00:00;17,07053;0;0,243
2019-06-06T12:00:00;15,920529;0;0,266
2019-06-06T13:00:00;17,22053;0;0,265
2019-06-06T14:00:00;18,110529;0;0,263
2019-06-06T15:00:00;18,65053;0;0,262
2019-06-06T16:00:00;18,87053;0;0,261
2019-06-06T17:00:00;18,840528;0;0,26
2019-06-06T18:00:00;18,600529;0;0,258
2019-06-06T19:00:00;18,04053;0;0,258
2019-06-06T20:00:00;17,15053;0;0,258
2019-06-06T21:00:00;15,540529;0;0,258
2019-06-06T22:00:00;13,930529;0;0,258
2019-06-06T23:00:00;13,030529;0;0,258
2019-06-07T00:00:00;12,400529;0;0,258
2019-06-07T01:00:00;12,310529;0;0,257
2019-06-07T02:00:00;11,840529;0;0,257
2019-06-07T03:00:00;12,100529;0;0,257
2019-06-07T04:00:00;11,780529;0;0,258
2019-06-07T05:00:00;12,530529;0;0,258
2019-06-07T06:00:00;14,030529;0;0,258
2019-06-07T07:00:00;16,670528;0;0,257
2019-06-07T08:00:00;19,15053;0;0,255
2019-06-07T09:00:00;21,350529;0;0,254
2019-06-07T10:00:00;23,110529;0;0,253
2019-06-07T11:00:00;24,840528;0;0,252
2019-06-07T12:00:00;25,56053;0;0,261
2019-06-07T13:00:00;26,580528;0;0,26
2019-06-07T14:00:00;27,260529;0;0,258
2019-06-07T15:00:00;26,06053;0,5;0,262
2019-06-07T16:00:00;20,510529;0;0,261
2019-06-07T17:00:00;18,490528;0;0,259
2019-06-07T18:00:00;16,740528;0;0,258
2019-06-07T19:00:00;16,110529;0;0,258
2019-06-07T20:00:00;15,490529;0;0,257
2019-06-07T21:00:00;15,680529;0;0,257
2019-06-07T22:00:00;15,290529;0;0,257
2019-06-07T23:00:00;13,500529;0;0,256
2019-06-08T00:00:00;13,5505295;0;0,256
2019-06-08T01:00:00;12,3005295;0;0,256
2019-06-08T02:00:00;11,510529;0;0,256
2019-06-08T03:00:00;10,970529;0;0,256
2019-06-08T04:00:00;10,520529;0;0,256
2019-06-08T05:00:00;11,260529;0;0,255
2019-06-08T06:00:00;12,610529;0;0,255
2019-06-08T07:00:00;13,830529;0;0,254
2019-06-08T08:00:00;15,120529;0;0,254
2019-06-08T09:00:00;16,37053;0;0,253
2019-06-08T10:00:00;17,56053;0;0,252
2019-06-08T11:00:00;18,590528;0;0,25
2019-06-08T12:00:00;19,990528;0;0,255
2019-06-08T13:00:00;20,57053;0;0,254
2019-06-08T14:00:00;20,90053;0;0,252
2019-06-08T15:00:00;20,940529;0;0,251
2019-06-08T16:00:00;20,760529;0;0,25
2019-06-08T17:00:00;20,37053;0;0,249
2019-06-08T18:00:00;19,71053;0;0,249
2019-06-08T19:00:00;18,600529;0;0,248
2019-06-08T20:00:00;17,56053;0;0,248
2019-06-08T21:00:00;16,82053;0;0,248
2019-06-08T22:00:00;15,810529;0;0,248
2019-06-08T23:00:00;14,720529;0;0,248
2019-06-09T00:00:00;13,670529;0;0,249
2019-06-09T01:00:00;12,810529;0;0,249
2019-06-09T02:00:00;12,410529;0;0,249
2019-06-09T03:00:00;11,810529;0;0,249
2019-06-09T04:00:00;11,480529;0;0,249
2019-06-09T05:00:00;12,060529;0;0,249
2019-06-09T06:00:00;14,090529;0;0,249
2019-06-09T07:00:00;16,670528;0;0,248
2019-06-09T08:00:00;18,750528;0;0,248
2019-06-09T09:00:00;19,240528;0;0,247
2019-06-09T10:00:00;15,480529;0,1;0,248
2019-06-09T11:00:00;15,610529;1,9;0,262
2019-06-09T12:00:00;15,880529;3,6;0,283
2019-06-09T13:00:00;17,760529;0;0,282
2019-06-09T14:00:00;17,690529;0,1;0,28
2019-06-09T15:00:00;17,600529;0,2;0,281
2019-06-09T16:00:00;16,680529;1,3;0,292
2019-06-09T17:00:00;18,31053;0,1;0,291
2019-06-09T18:00:00;18,580528;0;0,289
2019-06-09T19:00:00;18,12053;0;0,288
2019-06-09T20:00:00;16,490528;0;0,286
2019-06-09T21:00:00;15,280529;0;0,285
2019-06-09T22:00:00;14,830529;0;0,284
2019-06-09T23:00:00;14,710529;0;0,283
2019-06-10T00:00:00;14,590529;0;0,283
2019-06-10T01:00:00;14,230529;0;0,282
2019-06-10T02:00:00;14,150529;0;0,281
2019-06-10T03:00:00;13,990529;0,4;0,284
2019-06-10T04:00:00;13,990529;0;0,284
2019-06-10T05:00:00;14,770529;0,1;0,284
2019-06-10T06:00:00;15,740529;0;0,283
2019-06-10T07:00:00;15,860529;0,1;0,284
2019-06-10T08:00:00;15,530529;0,4;0,287
2019-06-10T09:00:00;15,8005295;0,1;0,287
2019-06-10T10:00:00;16,38053;0;0,286
2019-06-10T11:00:00;16,760529;0;0,286
2019-06-10T12:00:00;20,350529;0;0,258
2019-06-10T13:00:00;19,97053;0;0,258
2019-06-10T14:00:00;19,32053;0;0,257
2019-06-10T15:00:00;17,520529;1,4;0,268
2019-06-10T16:00:00;16,860529;2,8;0,291
2019-06-10T17:00:00;16,37053;2,1;0,308
2019-06-10T18:00:00;16,48053;0,4;0,307
2019-06-10T19:00:00;15,440529;0;0,302
2019-06-10T20:00:00;15,020529;0,7;0,305
2019-06-10T21:00:00;14,660529;0,8;0,309
2019-06-10T22:00:00;14,430529;0;0,305
2019-06-10T23:00:00;14,510529;0,9;0,309
2019-06-11T00:00:00;13,760529;2;0,32
2019-06-11T01:00:00;13,280529;0;0,313
2019-06-11T02:00:00;13,260529;0;0,309
2019-06-11T03:00:00;13,140529;0;0,305
2019-06-11T04:00:00;13,000529;0;0,303
2019-06-11T05:00:00;13,590529;0;0,3
2019-06-11T06:00:00;13,440529;0;0,299
2019-06-11T07:00:00;12,730529;1,5;0,31
2019-06-11T08:00:00;12,600529;2,1;0,323
2019-06-11T09:00:00;12,670529;1,4;0,327
2019-06-11T10:00:00;12,990529;0,8;0,325
2019-06-11T11:00:00;12,730529;0;0,318
2019-06-11T12:00:00;15,000529;0,1;0,308
2019-06-11T13:00:00;15,740529;0;0,307
2019-06-11T14:00:00;16,260529;0;0,305
2019-06-11T15:00:00;16,40053;0,1;0,303
2019-06-11T16:00:00;16,680529;0;0,302
2019-06-11T17:00:00;16,23053;0,5;0,304
2019-06-11T18:00:00;15,770529;0,3;0,305
2019-06-11T19:00:00;14,710529;0;0,305
2019-06-11T20:00:00;13,630529;0;0,304
2019-06-11T21:00:00;13,530529;0;0,304
2019-06-11T22:00:00;13,520529;0;0,303
2019-06-11T23:00:00;13,460529;0;0,302
2019-06-12T00:00:00;13,230529;0;0,301
2019-06-12T01:00:00;12,790529;0;0,301
2019-06-12T02:00:00;12,720529;0;0,3
2019-06-12T03:00:00;12,780529;0;0,3
2019-06-12T04:00:00;10,470529;0;0,299
2019-06-12T05:00:00;10,960529;0;0,299
2019-06-12T06:00:00;11,460529;0;0,298
2019-06-12T07:00:00;12,370529;0;0,297
2019-06-12T08:00:00;12,880529;0;0,296
2019-06-12T09:00:00;13,830529;0;0,295
2019-06-12T10:00:00;14,900529;0;0,294
2019-06-12T11:00:00;16,590528;0;0,292
2019-06-12T12:00:00;18,31053;0;0,285
2019-06-12T13:00:00;19,15053;0;0,283
2019-06-12T14:00:00;19,87053;0;0,282
2019-06-12T15:00:00;20,37053;0;0,28
2019-06-12T16:00:00;20,54053;0;0,279
2019-06-12T17:00:00;20,48053;0;0,278
2019-06-12T18:00:00;20,020529;0;0,277
2019-06-12T19:00:00;19,23053;0;0,277
2019-06-12T20:00:00;18,62053;0;0,277
2019-06-12T21:00:00;17,680529;0;0,277
2019-06-12T22:00:00;17,14053;0;0,277
2019-06-12T23:00:00;16,590528;0;0,277
2019-06-13T00:00:00;16,20053;0;0,277
2019-06-13T01:00:00;15,840529;0;0,277
2019-06-13T02:00:00;14,580529;0;0,277
2019-06-13T03:00:00;13,890529;0;0,277
2019-06-13T04:00:00;13,770529;0;0,277
2019-06-13T05:00:00;14,380529;0;0,277
2019-06-13T06:00:00;15,230529;0;0,276
2019-06-13T07:00:00;16,350529;0;0,276
2019-06-13T08:00:00;17,750528;0;0,275
2019-06-13T09:00:00;19,82053;0;0,274
2019-06-13T10:00:00;21,670528;0;0,272
2019-06-13T11:00:00;22,48053;0;0,271
2019-06-13T12:00:00;22,05053;0;0,276
2019-06-13T13:00:00;22,81053;0;0,274
2019-06-13T14:00:00;23,280529;0;0,273
2019-06-13T15:00:00;23,670528;0;0,271
2019-06-13T16:00:00;23,87053;0;0,27
2019-06-13T17:00:00;23,740528;0;0,268
2019-06-13T18:00:00;23,45053;0;0,268
2019-06-13T19:00:00;21,64053;0;0,267
2019-06-13T20:00:00;19,39053;0;0,267
2019-06-13T21:00:00;17,330528;0;0,267
2019-06-13T22:00:00;16,360529;0;0,267
2019-06-13T23:00:00;15,860529;0;0,267
2019-06-14T00:00:00;15,180529;0;0,267
2019-06-14T01:00:00;14,840529;0;0,268
2019-06-14T02:00:00;14,210529;0;0,268
2019-06-14T03:00:00;14,110529;0;0,268
2019-06-14T04:00:00;14,580529;0;0,268
2019-06-14T05:00:00;15,5505295;0;0,268
2019-06-14T06:00:00;17,160528;0;0,268
2019-06-14T07:00:00;19,90053;0;0,267
2019-06-14T08:00:00;22,330528;0;0,267
2019-06-14T09:00:00;24,180529;0;0,266
2019-06-14T10:00:00;25,610529;0;0,264
2019-06-14T11:00:00;26,12053;0;0,263
2019-06-14T12:00:00;24,180529;0;0,269
2019-06-14T13:00:00;25,23053;0;0,268
2019-06-14T14:00:00;25,600529;0;0,266
2019-06-14T15:00:00;25,73053;0;0,265
2019-06-14T16:00:00;27,23053;0;0,263
2019-06-14T17:00:00;28,660528;0;0,263
2019-06-14T18:00:00;28,29053;0;0,262
2019-06-14T19:00:00;26,12053;0;0,262
2019-06-14T20:00:00;23,500528;0;0,262
2019-06-14T21:00:00;21,100529;0;0,262
2019-06-14T22:00:00;20,06053;0;0,262
2019-06-14T23:00:00;19,240528;0;0,263
2019-06-15T00:00:00;18,660528;0;0,263
2019-06-15T01:00:00;18,000528;0;0,263
2019-06-15T02:00:00;16,56053;0;0,263
2019-06-15T03:00:00;15,620529;0,7;0,269
2019-06-15T04:00:00;15,950529;0,6;0,274
2019-06-15T05:00:00;16,73053;0;0,274
2019-06-15T06:00:00;18,100529;0;0,273
2019-06-15T07:00:00;19,510529;0;0,273
2019-06-15T08:00:00;20,330528;0;0,272
2019-06-15T09:00:00;21,740528;0;0,271
2019-06-15T10:00:00;22,81053;0;0,27
2019-06-15T11:00:00;23,610529;0;0,269
2019-06-15T12:00:00;23,04053;0;0,268
2019-06-15T13:00:00;23,420528;0;0,267
2019-06-15T14:00:00;23,70053;0;0,266
2019-06-15T15:00:00;23,73053;0;0,264
2019-06-15T16:00:00;22,340528;0,5;0,268
2019-06-15T17:00:00;19,22053;0,6;0,272
2019-06-15T18:00:00;17,670528;0,8;0,278
2019-06-15T19:00:00;16,190529;1,5;0,29
2019-06-15T20:00:00;15,770529;0,5;0,294
2019-06-15T21:00:00;15,620529;0;0,293
2019-06-15T22:00:00;15,600529;0;0,291
2019-06-15T23:00:00;15,540529;0;0,29
2019-06-16T00:00:00;15,350529;0,5;0,294
2019-06-16T01:00:00;15,180529;0,4;0,296
2019-06-16T02:00:00;14,360529;0;0,296
2019-06-16T03:00:00;13,330529;0;0,294
2019-06-16T04:00:00;13,500529;0;0,293
2019-06-16T05:00:00;14,370529;0;0,292
2019-06-16T06:00:00;14,730529;0;0,291
2019-06-16T07:00:00;15,340529;0;0,289
2019-06-16T08:00:00;16,830528;0;0,288
2019-06-16T09:00:00;18,190529;0;0,286
2019-06-16T10:00:00;19,500528;0;0,285
2019-06-16T11:00:00;20,580528;0;0,283
2019-06-16T12:00:00;21,020529;0;0,276
2019-06-16T13:00:00;21,600529;0;0,274
2019-06-16T14:00:00;21,98053;0;0,272
2019-06-16T15:00:00;22,20053;0;0,271
2019-06-16T16:00:00;22,21053;0;0,27
2019-06-16T17:00:00;22,04053;0;0,269
2019-06-16T18:00:00;21,600529;0;0,268
2019-06-16T19:00:00;20,750528;0;0,267
2019-06-16T20:00:00;19,80053;0;0,267
2019-06-16T21:00:00;18,160528;0;0,268
2019-06-16T22:00:00;16,510529;0;0,268
2019-06-16T23:00:00;15,340529;0;0,268
2019-06-17T00:00:00;14,330529;0;0,268
2019-06-17T01:00:00;13,540529;0;0,268
2019-06-17T02:00:00;12,750529;0;0,268
